id,accommodates,bathrooms,bedrooms,beds,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,daysToCalenderLastScraped,calendar_updated2,cleaning_fee,extra_people,daysToFirstreview,guests_included,host_acceptance_rate,host_id,host_listings_count,host_response_rate,daysToHostSince,daysToLastReview,daysToLastScraped,daysToLastSearched,maximum_maximum_nights,maximum_minimum_nights,maximum_nights,maximum_nights_avg_ntm,minimum_maximum_nights,minimum_minimum_nights,minimum_nights,minimum_nights_avg_ntm,monthly_price,number_of_reviews,number_of_reviews_ltm,region_id,region_parent_id,review_scores_accuracy,review_scores_checkin,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,reviews_per_month,security_deposit,square_feet,weekly_price,zipcode, toilet,24-Hour Check-in,Accessible-height bed,Accessible-height toilet,Air Conditioning,Air purifier,Alfresco bathtub,Amazon Echo,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Balcony,Bath towel,Bathroom essentials,Bathtub,Bathtub with bath chair,Beach essentials,Beach view,Beachfront,Bed linens,Bedroom comforts,Bidet,Body soap,Breakfast,Breakfast table,Building staff,Buzzer/Wireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Ceiling fan,Central air conditioning,Changing table,Childrenâs books and toys,Childrenâs dinnerware,Cleaning before checkout,Coffee maker,Convection oven,Cooking basics,Crib,DVD player,Day bed,Disabled parking spot,Dishes and silverware,Dishwasher,Dog(s),Doorman,Double oven,Dryer,EV charger,Electric profiling bed,Elevator,Elevator in Building,En suite bathroom,Espresso machine,Essentials,Ethernet connection,Exercise equipment,Extra pillows and blankets,Extra space around bed,Extra space around shower and toilet,Family/Kid Friendly,Fax machine,Fire Extinguisher,Fire pit,Fireplace guards,Firm mattress,First Aid Kit,Fixed grab bars for shower,Fixed grab bars for toilet,Flat path to front door,Flat path to guest entrance,Formal dining area,Free Parking on Premises,Free street parking,Front desk/doorperson,Full kitchen,Game console,Garden or backyard,Gas oven,Ground floor access,Gym,HBO GO,Hair Dryer,Hammock,Handheld shower head,Hangers,Heat lamps,Heated floors,Heated towel rack,Heating,High chair,High-resolution computer monitor,Host greets you,Hot Tub,Hot water,Hot water kettle,Indoor Fireplace,Internet,Iron,Jetted tub,Keypad,Kitchen,Kitchenette,Lake access,latitude,Laptop Friendly Workspace,Lock on Bedroom Door,Lockbox,longitude,Long term stays allowed,Luggage dropoff allowed,Memory foam mattress,Microwave,Mini fridge,Mountain view,Mudroom,Murphy bed,Netflix,No stairs or steps to enter,Other,Other pet(s),Outdoor parking,Outdoor seating,Outlet covers,Oven,Pack ân Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pets Allowed,Pets live on this property,Pillow-top mattress,Pocket wifi,Pool,Pool with pool hoist,Printer,Private bathroom,Private entrance,Private gym,Private hot tub,Private living room,Projector and screen,Rain shower,Refrigerator,Roll-in shower,Room-darkening shades,Safety Card,Sauna,Self check-in,Shampoo,Shared gym,Shared hot tub,Shared pool,Shower chair,Single level home,Ski in/Ski out,Smart TV,Smart lock,Smoke Detector,Smoking Allowed,Soaking tub,Sound system,Stair gates,Stand alone steam shower,Standing valet,Steam oven,Step-free access,Stove,Suitable for Events,Sun loungers,TV,Table corner guards,Tennis court,Terrace,Toilet paper,Walk-in shower,Warming drawer,Washer,Washer / Dryer,Waterfront,Well-lit path to entrance,Wheelchair Accessible,Wide clearance to bed,Wide clearance to shower,Wide doorway,Wide doorway to guest bathroom,Wide entrance,Wide entrance for guests,Wide entryway,Wide hallway clearance,Wide hallways,Wifi,Window guards,Wine cooler,Wireless Internet,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50, 'amex', 'facebook', 'google', 'government_id', 'identity_manual', 'jumio', 'kba', 'linkedin', 'manual_offline', 'manual_online', 'offline_government_id', 'phone', 'photographer', 'reviews', 'selfie', 'sent_id', 'sesame', 'sesame_offline', 'weibo', 'work_email', 'zhima_selfie','email','facebook','google','jumio','offline_government_id','phone','reviews',None,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,host_has_profile_pic_f,host_has_profile_pic_t,host_identity_verified_f,host_identity_verified_t,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,instant_bookable_f,instant_bookable_t,is_business_travel_ready_f,neighbourhood_group_cleansed_Ballard,neighbourhood_group_cleansed_Beacon Hill,neighbourhood_group_cleansed_Capitol Hill,neighbourhood_group_cleansed_Cascade,neighbourhood_group_cleansed_Central Area,neighbourhood_group_cleansed_Delridge,neighbourhood_group_cleansed_Downtown,neighbourhood_group_cleansed_Interbay,neighbourhood_group_cleansed_Lake City,neighbourhood_group_cleansed_Magnolia,neighbourhood_group_cleansed_Northgate,neighbourhood_group_cleansed_Other neighborhoods,neighbourhood_group_cleansed_Queen Anne,neighbourhood_group_cleansed_Rainier Valley,neighbourhood_group_cleansed_Seward Park,neighbourhood_group_cleansed_University District,neighbourhood_group_cleansed_West Seattle,property_type_Aparthotel,property_type_Apartment,property_type_Bed and breakfast,property_type_Boat,property_type_Bungalow,property_type_Cabin,property_type_Camper/RV,property_type_Condominium,property_type_Cottage,property_type_Guest suite,property_type_Guesthouse,property_type_Hostel,property_type_House,property_type_Houseboat,property_type_Loft,property_type_Other,property_type_Serviced apartment,property_type_Tent,property_type_Tiny house,property_type_Townhouse,require_guest_phone_verification_f,require_guest_phone_verification_t,require_guest_profile_picture_f,require_guest_profile_picture_t,requires_license_f,requires_license_t,host_neighbourhood_Ballard,host_neighbourhood_Belltown,host_neighbourhood_Capitol Hill,host_neighbourhood_Central Business District,host_neighbourhood_Fremont,host_neighbourhood_Minor,host_neighbourhood_North Beacon Hill,host_neighbourhood_Other,host_neighbourhood_Pike Place Market,host_neighbourhood_Queen Anne,host_neighbourhood_University District,host_neighbourhood_Wallingford,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_is_superhost_f,host_is_superhost_t,host_location_California,host_location_Others,host_location_Washington-Others,host_location_Washington-Seattle,harvesine_distance
4616634,2,1,0.722222222,1,1,1,0,0,-0.944444444,12.07692308,71.84255449,0,1294.944444,1,100,23916634,1,100,1366.944444,4,-0.944444444,-2,30,1,30,30,30,1,1,1,830.641481,364.0555556,121.5,33,53,10,10,10,10,10,99,9.944444444,8.335294118,195.0675366,725.0909091,600,98117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,47.68115962,0,0,0,-122.3849032,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,12357.86672
